,datetime,windTCR1,windTCR2,windTCR3,windTCR4,windTCR5,solarTCR1,solarTCR2,solarTCR3,solarTCR4,solarTCR5,hour,date,hour.ending
1.0,2021-01-01 00:00:00,7869.00483508735,0,2670.72467975666,0,597.859167974567,-32.0015744239508,0,5.05792802316148,0,-15.8990119094413,1.0,01/01/2021,1.0
2.0,2021-01-01 01:00:00,9026.41771036109,0,3211.32827308983,0,630.88663918884,-23.8586801684926,0,5.0296582810665,0,-16.5529982271819,2.0,01/01/2021,2.0
3.0,2021-01-01 02:00:00,10285.4029449353,0,4066.83171323037,0,648.021762790389,-32.2458612516145,0,5.01787922186025,0,-16.8442694443269,3.0,01/01/2021,3.0
4.0,2021-01-01 03:00:00,11778.0826065333,0,5946.23653223586,0,654.459422333788,-23.2886775706105,0,5.00610016265401,0,-16.1792917599016,4.0,01/01/2021,4.0
5.0,2021-01-01 04:00:00,11473.5144095078,0,7647.1416854971,0,579.764988947559,-23.2886775706105,0,4.95898392582903,0,-17.4707773453556,5.0,01/01/2021,5.0
6.0,2021-01-01 05:00:00,15451.5952303846,0,10207.0966298739,0,470.07302466059,-33.1415796197149,0,4.99432110344776,0,-16.7563385108491,6.0,01/01/2021,6.0
7.0,2021-01-01 06:00:00,17424.528995631,0,12489.5764767483,0,203.399671482939,-24.3472538238201,0,5.10740007182771,0,-16.124334926478,7.0,01/01/2021,7.0
8.0,2021-01-01 07:00:00,16666.2560389759,0,14213.4791787569,0,258.15374414815,6.67717328947574,0,41.1324747482066,0,19.9987916828403,8.0,01/01/2021,8.0
9.0,2021-01-01 08:00:00,17122.6212351267,0,16397.8433153215,0,263.28469067436,395.418945045051,0,218.935017654629,0,370.381578858208,9.0,01/01/2021,9.0
10.0,2021-01-01 09:00:00,14811.8670528805,0,17797.2280368176,0,402.227845437853,1024.62038416431,0,441.125767273865,0,820.851751064598,10.0,01/01/2021,10.0
11.0,2021-01-01 10:00:00,11419.447995777,0,18610.9812541155,0,307.289350445875,2063.57226221822,0,372.703568156631,0,976.934653670903,11.0,01/01/2021,11.0
