,datetime,windTCR1,windTCR2,windTCR3,windTCR4,windTCR5,solarTCR1,solarTCR2,solarTCR3,solarTCR4,solarTCR5,hour,date,hour.ending
1.0,2021-01-01 00:00:00,7167.36563055995,0,2338.9418823687,0,540.020823719784,-27.9230486918281,0,4.68232440726968,0,-14.2208168243521,1.0,01/01/2021,1.0
2.0,2021-01-01 01:00:00,8221.57787676611,0,2812.38656043307,0,569.853137358022,-20.8179472435258,0,4.65615398673534,0,-14.805772649481,2.0,01/01/2021,2.0
3.0,2021-01-01 02:00:00,9368.30579075008,0,3561.61123410387,0,585.330567591629,-28.1362017352772,0,4.64524964484603,0,-15.066299193446,3.0,01/01/2021,3.0
4.0,2021-01-01 03:00:00,10727.8907863355,0,5207.53852807639,0,591.145432355235,-20.3205901421446,0,4.63434530295672,0,-14.4715121779788,4.0,01/01/2021,4.0
5.0,2021-01-01 04:00:00,10450.4793889262,0,6697.14108091683,0,523.677119405938,-20.3205901421446,0,4.59072793539948,0,-15.6266770427291,5.0,01/01/2021,5.0
6.0,2021-01-01 05:00:00,14073.854942593,0,8939.07409698698,0,424.597021478579,-28.9177628945904,0,4.62344096106741,0,-14.9876496707396,6.0,01/01/2021,6.0
7.0,2021-01-01 06:00:00,15870.8722220012,0,10938.0026087808,0,183.722294517399,-21.2442533304239,0,4.72812264320478,0,-14.4223562262873,7.0,01/01/2021,7.0
8.0,2021-01-01 07:00:00,15180.2106145919,0,12447.7457363366,0,233.179325548389,5.8261831876079,0,38.0779618774703,0,17.8878508205383,8.0,01/01/2021,8.0
9.0,2021-01-01 08:00:00,15595.8840434975,0,14360.7474036671,0,237.813891877668,345.02372632956,0,202.676821828226,0,331.286536424891,9.0,01/01/2021,9.0
10.0,2021-01-01 09:00:00,13491.1680783153,0,15586.2872578734,0,363.315349252324,894.03491523988,0,408.367603754657,0,734.208041249811,10.0,01/01/2021,10.0
11.0,2021-01-01 10:00:00,10401.2338027735,0,16298.9483181006,0,277.561434259311,1800.57480902877,0,345.026462588033,0,873.815859648851,11.0,01/01/2021,11.0
12.0,2021-01-01 11:00:00,9339.34508207821,0,13705.7787373676,0,313.4973706879,1483.11887631863,0,309.565542763997,0,1087.69832105375,12.0,01/01/2021,12.0
13.0,2021-01-01 12:00:00,7198.89695588103,0,10800.4302485461,0,280.651145145497,1656.41230064272,0,238.977375977738,0,1027.492111422,13.0,01/01/2021,13.0
14.0,2021-01-01 13:00:00,6530.84911030218,0,9154.17355265066,0,180.827495299266,1061.71530941981,0,168.578944740354,0,708.568296847522,14.0,01/01/2021,14.0
15.0,2021-01-01 14:00:00,6320.29732941142,0,7275.19439821558,0,133.269048294133,644.503752375503,0,73.4342000193687,0,406.657357153474,15.0,01/01/2021,15.0
16.0,2021-01-01 15:00:00,6245.35147267639,0,4777.36314545782,0,64.2667083277462,379.412417339344,0,29.9585889066901,0,167.995380500884,16.0,01/01/2021,16.0
17.0,2021-01-01 16:00:00,5772.35506126632,0,3195.48099678354,0,42.1695003309777,23.3047327504316,0,-1.38048968318664,0,20.6700776862774,17.0,01/01/2021,17.0
