,datetime,windTCR1,windTCR2,windTCR3,windTCR4,windTCR5,solarTCR1,solarTCR2,solarTCR3,solarTCR4,solarTCR5,hour,date,hour.ending
1.0,2021-01-01 00:00:00,10324.7420509332,0,3831.9644706145,0,800.293372866307,-46.2764144863802,0,6.3725406787828,0,-21.7726947072535,1.0,01/01/2021,1.0
2.0,2021-01-01 01:00:00,11843.3571279435,0,4607.62426738846,0,844.503895596704,-34.5012454058763,0,6.33692331122556,0,-22.668287749135,2.0,01/01/2021,2.0
3.0,2021-01-01 02:00:00,13495.2429845835,0,5835.10339017312,0,867.440945986049,-46.6296695587953,0,6.32208274141004,0,-23.0671653224099,3.0,01/01/2021,3.0
4.0,2021-01-01 03:00:00,15453.7539772258,0,8531.67954679398,0,876.058387258725,-33.676983570241,0,6.30724217159453,0,-22.1565202966313,4.0,01/01/2021,4.0
5.0,2021-01-01 04:00:00,15054.1369815436,0,10972.143801528,0,776.07253234323,-33.676983570241,0,6.24787989233246,0,-23.9251284045485,5.0,01/01/2021,5.0
6.0,2021-01-01 05:00:00,20273.686237655,0,14645.1754949783,0,629.239035797631,-47.9249381576507,0,6.29240160177901,0,-22.9467494512326,6.0,01/01/2021,6.0
7.0,2021-01-01 06:00:00,22862.3277033353,0,17920.0850146346,0,272.270490862331,-35.2077555507065,0,6.43487107200797,0,-22.0812603771454,7.0,01/01/2021,7.0
8.0,2021-01-01 07:00:00,21867.4150243199,0,20393.5462272277,0,345.564209247314,9.65563864601316,0,51.8232697957837,0,27.3870847008972,8.0,01/01/2021,8.0
9.0,2021-01-01 08:00:00,22466.2014058291,0,23527.6790061118,0,352.432486462781,571.802210549267,0,275.838703047043,0,507.214227374818,9.0,01/01/2021,9.0
10.0,2021-01-01 09:00:00,19434.3134638588,0,25535.5207631223,0,538.421582087206,1481.6695253998,0,555.779339591094,0,1124.10473541635,10.0,01/01/2021,10.0
11.0,2021-01-01 10:00:00,14983.1976712892,0,26703.0965301676,0,411.337057098851,2984.06334838129,0,469.573437646722,0,1337.85043274809,11.0,01/01/2021,11.0
12.0,2021-01-01 11:00:00,13453.5244701304,0,22454.6225622794,0,464.592951146501,2457.94879386438,0,421.311904606662,0,1665.31386842292,12.0,01/01/2021,12.0
13.0,2021-01-01 12:00:00,10370.1635931351,0,17694.6957475768,0,415.915908575829,2745.14516773786,0,325.242959962897,0,1573.13551903667,13.0,01/01/2021,13.0
14.0,2021-01-01 13:00:00,9407.82651717029,0,14997.5799210844,0,267.980492165443,1759.56351569969,0,229.432241233923,0,1084.84916141254,14.0,01/01/2021,14.0
15.0,2021-01-01 14:00:00,9104.5222156857,0,11919.1873303593,0,197.500413823556,1068.1255872925,0,99.9423333656145,0,622.610261922457,15.0,01/01/2021,15.0
16.0,2021-01-01 15:00:00,8996.56112112732,0,7826.9092424297,0,95.2411805462436,628.794028898906,0,40.7729815111501,0,257.208300834807,16.0,01/01/2021,16.0
17.0,2021-01-01 16:00:00,8315.1997687772,0,5235.26032797257,0,62.4938338849629,38.6225545840527,0,-1.87881613864439,0,31.6467961437957,17.0,01/01/2021,17.0
18.0,2021-01-01 17:00:00,7089.2385418826,0,2376.24354002254,0,48.8589128396175,-40.5065816369333,0,-3.96540025470602,0,-26.1151920615865,18.0,01/01/2021,18.0
19.0,2021-01-01 18:00:00,5220.55569828618,0,2026.96148960167,0,32.9559625580122,-38.1515478208325,0,-3.81402644258775,0,-24.459473832898,19.0,01/01/2021,19.0
20.0,2021-01-01 19:00:00,5572.27114235684,0,1830.1747257347,0,47.1792874146514,-48.6314483024809,0,-3.87932494977602,0,-24.8056694625328,20.0,01/01/2021,20.0
21.0,2021-01-01 20:00:00,7795.03478146431,0,1762.52325255419,0,44.6812457794312,-38.7403062748577,0,-3.88526117770223,0,-24.9411373176074,21.0,01/01/2021,21.0
22.0,2021-01-01 21:00:00,9818.87109045761,0,2325.97714627474,0,170.342903369566,-49.4557101381162,0,-3.99508139433705,0,-24.640097639664,22.0,01/01/2021,22.0
23.0,2021-01-01 22:00:00,10837.8704362053,0,2666.00771318374,0,183.92433315934,-36.2675207679519,0,-3.92978288714878,0,-23.7294526138853,23.0,01/01/2021,23.0
24.0,2021-01-01 23:00:00,9794.58908051839,0,4072.46449407503,0,367.377943269644,-36.503024149562,0,-3.90306986148085,0,-24.7078315672013,24.0,01/01/2021,24.0
25.0,2021-01-02 00:00:00,9447.56612000541,0,6204.3917736884,0,183.763859392623,-46.3941661771852,0,-3.97430459659533,0,-24.060596259623,25.0,01/02/2021,1.0
26.0,2021-01-02 01:00:00,9778.87244554374,0,10466.164749125,0,505.117926367975,-34.3834937150713,0,-3.92087854525947,0,-24.2637980422348,26.0,01/02/2021,2.0
27.0,2021-01-02 02:00:00,9263.07720083796,0,14952.633130356,0,984.838204590284,-34.6189970966813,0,-3.80512210069844,0,-24.3616359375664,27.0,01/02/2021,3.0
28.0,2021-01-02 03:00:00,7850.87321250503,0,17946.2590034036,0,725.50724845086,-46.7474212496003,0,-3.99804950830015,0,-23.8197645172683,28.0,01/02/2021,4.0
29.0,2021-01-02 04:00:00,6907.67127763613,0,21914.0660902507,0,423.287003593673,-34.3834937150713,0,-3.93868722903809,0,-24.0530702676745,29.0,01/02/2021,5.0
30.0,2021-01-02 05:00:00,5589.01545246358,0,26416.4161848437,0,572.447369756661,-45.3344009599398,0,-3.92384665922257,0,-22.7360216766723,30.0,01/02/2021,6.0
31.0,2021-01-02 06:00:00,3590.16184099957,0,30008.9985195887,0,451.236184630131,-34.5012454058763,0,-3.91197420337016,0,-22.939223459284,31.0,01/02/2021,7.0
32.0,2021-01-02 07:00:00,3202.08283430044,0,29526.7263936848,0,577.84998656945,83.2504453991623,0,8.83310715419544,0,51.741194646515,32.0,01/02/2021,8.0
33.0,2021-01-02 08:00:00,3077.73838990899,0,30621.5238237701,0,789.156493456182,2595.95377548788,0,197.109480175728,0,795.565082892866,33.0,01/02/2021,9.0
34.0,2021-01-02 09:00:00,2950.02215190234,0,34178.989069018,0,746.411631128463,6841.84424253596,0,625.072928173704,0,2569.14787148812,34.0,01/02/2021,10.0
35.0,2021-01-02 10:00:00,3043.94401511076,0,35628.7350831752,0,540.042367131043,7866.51945592141,0,907.209969050452,0,4919.55278699064,35.0,01/02/2021,11.0
36.0,2021-01-02 11:00:00,2842.57914150146,0,33677.1346363473,0,270.976002477484,9938.24270394525,0,879.648062789075,0,6818.24013974721,36.0,01/02/2021,12.0
37.0,2021-01-02 12:00:00,2421.10918619232,0,29734.2294592863,0,170.883165050845,10490.2626304393,0,973.223791703833,0,6934.59197527232,37.0,01/02/2021,13.0
38.0,2021-01-02 13:00:00,1628.35549338825,0,23499.2692421608,0,98.9695210596237,9613.13028563254,0,962.592007487997,0,6159.36964861647,38.0,01/02/2021,14.0
39.0,2021-01-02 14:00:00,1121.7795987311,0,17218.3599902597,0,114.749441453413,7607.34798445952,0,841.961919799552,0,4119.99892836503,39.0,01/02/2021,15.0
40.0,2021-01-02 15:00:00,1049.13740530328,0,14157.7379574469,0,153.311287595388,3351.80187876542,0,341.244062337987,0,1770.57991780777,40.0,01/02/2021,16.0
41.0,2021-01-02 16:00:00,1493.65361243826,0,8717.32598259874,0,86.9072429281,1028.2077641096,0,42.7645859803924,0,361.20245758034,41.0,01/02/2021,17.0
42.0,2021-01-02 17:00:00,1246.86719662716,0,6571.17454708588,0,37.6043526672335,-47.5716830852356,0,-3.93868722903809,0,-23.5638807910165,42.0,01/02/2021,18.0
43.0,2021-01-02 18:00:00,1159.72713997225,0,4074.93155634486,0,38.3532302452439,-31.6752048265554,0,-3.71014245387913,0,-23.5413028151707,43.0,01/02/2021,19.0
44.0,2021-01-02 19:00:00,1151.89642532938,0,1945.93391317691,0,-3.33785434770323,-33.9124869518511,0,-3.86448437996051,0,-22.5629238618548,44.0,01/02/2021,20.0
45.0,2021-01-02 20:00:00,1438.9405281331,0,1821.96403411792,0,191.017273648209,-45.3344009599398,0,-3.74872793539948,0,-22.2769361678086,45.0,01/02/2021,21.0
46.0,2021-01-02 21:00:00,1942.95997473439,0,4767.28945366406,0,391.358073142647,-34.5012454058763,0,-3.83183512636637,0,-22.8865415156439,46.0,01/02/2021,22.0
47.0,2021-01-02 22:00:00,2297.64803282349,0,6057.33173369771,0,606.088020385997,-45.687656032355,0,-3.83183512636637,0,-22.179098272477,47.0,01/02/2021,23.0
48.0,2021-01-02 23:00:00,2152.85625057661,0,7995.9030079131,0,477.125952327059,-32.0284598989705,0,-3.84667569618189,0,-21.4114470937215,48.0,01/02/2021,24.0
49.0,2021-01-03 00:00:00,2776.39176708511,0,11288.6987290257,0,395.337822557216,1614.9644393911,0,-3.84667569618189,0,-23.2929450808675,49.0,01/03/2021,1.0
50.0,2021-01-03 01:00:00,3133.15216180422,0,15285.4937975433,0,372.181458020025,-45.2166492691348,0,-4.09896538304567,0,-23.5036728554278,50.0,01/03/2021,2.0
51.0,2021-01-03 02:00:00,3121.92842058887,0,19131.0656584898,0,845.600466335933,-33.2059768070209,0,-3.77840907503051,0,-22.8790155236953,51.0,01/03/2021,3.0
52.0,2021-01-03 03:00:00,2136.8253678343,0,17829.9215982419,0,954.781468084283,-44.5101391243046,0,-3.84667569618189,0,-23.7670825736283,52.0,01/03/2021,4.0
53.0,2021-01-03 04:00:00,1764.30162563454,0,12795.6882974126,0,878.486890261701,-32.4994666621906,0,-3.90306986148085,0,-23.6767706702453,53.0,01/03/2021,5.0
54.0,2021-01-03 05:00:00,1900.90597955634,0,15108.9061060105,0,647.062322154277,-33.3237284978259,0,-3.83480324032947,0,-22.4500339826261,54.0,01/03/2021,6.0
55.0,2021-01-03 06:00:00,2500.82620098404,0,19377.4249548412,0,585.301318470653,-45.3344009599398,0,-3.8585481520343,0,-23.3305750406104,55.0,01/03/2021,7.0
56.0,2021-01-03 07:00:00,2898.3496270789,0,22698.8231791446,0,769.32728501558,-23.1970830885926,0,-2.73956918794435,0,13.5166815396569,56.0,01/03/2021,8.0
57.0,2021-01-03 08:00:00,2737.93038827792,0,27165.516514369,0,703.623975796287,268.473855035488,0,34.5696233282642,0,414.945566085179,57.0,01/03/2021,9.0
58.0,2021-01-03 09:00:00,2617.27198526934,0,25753.046269195,0,496.158141059636,1626.50410509,0,137.180291146709,0,956.448212777746,58.0,01/03/2021,10.0
59.0,2021-01-03 10:00:00,2858.42317421976,0,20162.9915485424,0,203.646559088798,3883.56851444098,0,210.468961123656,0,1351.24669841657,59.0,01/03/2021,11.0
60.0,2021-01-03 11:00:00,4286.42023617354,0,12245.2635763046,0,86.982130685901,5184.13593938263,0,235.430799553354,0,1894.70610301576,60.0,01/03/2021,12.0
61.0,2021-01-03 12:00:00,5333.23475595097,0,7231.76901768101,0,171.295047718751,4254.72184385846,0,167.363042037506,0,2373.79569847872,61.0,01/03/2021,13.0
62.0,2021-01-03 13:00:00,5715.53415167995,0,6813.06229307318,0,305.84695198498,4276.38815496659,0,119.068859743852,0,2158.58243271702,62.0,01/03/2021,14.0
63.0,2021-01-03 14:00:00,4764.75205106403,0,8380.37924352702,0,464.127577223023,4173.70868058459,0,89.7884154978381,0,1239.92222551311,63.0,01/03/2021,15.0
64.0,2021-01-03 15:00:00,3391.08163359302,0,9114.21462525775,0,628.779010999711,2319.00179871443,0,32.1446742204088,0,561.574467219441,64.0,01/03/2021,16.0
65.0,2021-01-03 16:00:00,2846.25244310997,0,8794.15184359519,0,592.394258959522,676.483463674947,0,-0.308683852162744,0,178.335905213646,65.0,01/03/2021,17.0
66.0,2021-01-03 17:00:00,2506.65252446018,0,9201.75678798877,0,658.247343694418,-37.4450376760023,0,-3.86448437996051,0,-24.4745258167952,66.0,01/03/2021,18.0
67.0,2021-01-03 18:00:00,2193.86983084821,0,10420.7553842209,0,771.696947637427,-47.1006763220154,0,-3.8555800380712,0,-24.4067918892579,67.0,01/03/2021,19.0
68.0,2021-01-03 19:00:00,1813.48140127394,0,9371.13603195184,0,855.298430971167,-36.1497690771468,0,-3.79324964484603,0,-23.8573944770113,68.0,01/03/2021,20.0
69.0,2021-01-03 20:00:00,1644.41610227075,0,8860.06866361722,0,819.978154916865,-46.3941661771852,0,-3.63297149083845,0,-25.0314492209904,69.0,01/03/2021,21.0
70.0,2021-01-03 21:00:00,1454.0966130357,0,7471.34389279035,0,741.233677589078,-34.3834937150713,0,-3.57657732553949,0,-23.247789129176,70.0,01/03/2021,22.0
71.0,2021-01-03 22:00:00,1513.16670017361,0,4245.50578359487,0,705.266157342352,-35.6787623139267,0,-3.591417895355,0,-23.7369786058339,71.0,01/03/2021,23.0
72.0,2021-01-03 23:00:00,1419.98374387834,0,3316.23281267599,0,616.363690581411,-45.687656032355,0,-3.54986429987156,0,-24.4218438731551,72.0,01/03/2021,24.0
73.0,2021-01-04 00:00:00,1247.53391148558,0,3135.21211862717,0,798.512114055754,-34.5012454058763,0,-4.26814787894256,0,-22.9618014351298,73.0,01/04/2021,1.0
74.0,2021-01-04 01:00:00,1001.12544231398,0,2805.51237497308,0,860.374751124965,-42.743863762229,0,-4.29189279064738,0,-23.3155230567132,74.0,01/04/2021,2.0
75.0,2021-01-04 02:00:00,855.012970124617,0,2791.90498464104,0,702.71462445156,-31.2041980633352,0,-4.1256784087136,0,-23.1123212741015,75.0,01/04/2021,3.0
76.0,2021-01-04 03:00:00,1067.97528499729,0,2554.06476269018,0,602.980178437254,-30.1444328460899,0,-4.34828695594635,0,-23.8573944770113,76.0,01/04/2021,4.0
77.0,2021-01-04 04:00:00,1195.58960480903,0,2798.11118816358,0,646.907197513118,-42.743863762229,0,-4.19988125779118,0,-23.4660428956849,77.0,01/04/2021,5.0
