"","date","hour.ending","hour","solarTCR1","solarTCR2","solarTCR3","solarTCR4","solarTCR5","windTCR1","windTCR2","windTCR3","windTCR4","windTCR5"
"2845",2019-04-29,13,2845,12179.9478953297,9157.24200062787,27462.5142177244,23616.8064137068,5496.1859469134,25023.6145519811,0,1206.79918115558,32562.5741019618,1114.60287038688
"2846",2019-04-29,14,2846,13553.8526980765,8069.90058907731,24201.5838008827,20812.5197496178,4668.17466887795,17786.2731217766,0,1435.56003313524,38735.1356271385,989.397222425062
"2847",2019-04-29,15,2847,15734.7439119873,6771.20478660164,20306.8028245208,17463.1436650655,4345.95736639782,15002.1931659864,0,1422.10684655362,38372.1337360103,962.341642358489
"2848",2019-04-29,16,2848,15351.8279652265,5369.85291685671,16104.1569138563,13849.0144520357,3822.78301062546,11442.4793093356,0,1300.0279303985,35078.1277276686,493.732340495868
"2849",2019-04-29,17,2849,11251.5854792345,3740.25014026023,11216.9878930468,9646.21918862787,2519.0053819521,13665.8244325448,0,1218.77201709476,32885.6322905718,393.43216027745
"2850",2019-04-29,18,2850,5945.33669363138,1672.14773651451,5014.76110219832,4312.52001264939,1580.08160039271,14464.9654080999,0,1153.613249966,31127.4796367135,303.792953661424
"2851",2019-04-29,19,2851,2001.06386508159,424.359501378524,1272.65161707369,1094.43609693689,774.988662753708,13353.1235875924,0,1735.02763302973,46815.5487273228,144.671843459103
"2852",2019-04-29,20,2852,352.49739024239,20.0110810741799,60.0131129519152,51.6091884243636,117.159475906243,10975.2450860119,0,2080.7695269927,56144.5623843766,200.536368998646
"2853",2019-04-29,21,2853,-11.3324034088078,-16.3358941998558,-48.9912494058825,-42.1307693830019,-15.9431933192662,7398.45599297777,0,1900.24009932275,51273.4098696238,430.406413263415
"2854",2019-04-29,22,2854,-12.227066835819,-17.0366713580956,-51.0928759294904,-43.9380950476683,-14.0844315981499,5964.59413145089,0,2003.66459690931,54064.0712482599,598.332745360628
"2855",2019-04-29,23,2855,-12.525287978156,-17.4882833045168,-52.4472574669267,-45.1028160315645,-18.3768297994908,5114.98413360573,0,2041.62025392173,55088.2133866994,307.402070775319
"2856",2019-04-29,24,2856,-12.525287978156,-17.0210985323569,-51.0461731178547,-43.8979322551202,-14.2568940258823,5689.34928607537,0,2118.23173379098,57155.38995531,321.505783752312
"2857",2019-04-30,1,2857,-12.227066835819,-17.753021342074,-53.2412052647341,-45.7855835048829,-13.7011817587444,5753.74732043561,0,1951.20550454867,52648.5887810949,617.453387091688
"2858",2019-04-30,2,2858,-12.227066835819,-17.8776039479833,-53.6148277578199,-46.106885845268,-14.6018188813472,9056.71533416004,0,1793.4314668216,48391.4357476184,1018.41094050024
"2859",2019-04-30,3,2859,-11.0341822664708,-17.8776039479833,-53.6148277578199,-46.106885845268,-15.2533436083365,11580.7439202139,0,1635.5874125101,44132.3934849688,1366.31959164959
"2860",2019-04-30,4,2860,-12.525287978156,-18.2202061142339,-54.642289613806,-46.9904672813272,-14.2952190098229,10749.8021837208,0,1701.8764473591,45921.0436954795,1865.40161637811
"2861",2019-04-30,5,2861,-12.227066835819,-17.7374485163354,-53.1945024530984,-45.7454207123348,-14.9467437368121,11669.4256289409,0,1790.69081765925,48317.4859199834,1780.19061728481
"2862",2019-04-30,6,2862,-12.525287978156,-18.0021865538926,-53.9884502509058,-46.4281881856532,-14.2952190098229,12719.8463804985,0,1581.37790553847,42669.6802884748,1489.17035468603
"2863",2019-04-30,7,2863,245.734221285727,72.6316592451169,217.821913469052,187.319264444538,153.549048157789,12106.2529881743,0,1097.77335681384,29620.7743894731,1606.99139068077
"2864",2019-04-30,8,2864,1814.67565112093,795.304210473439,2385.11259023682,2051.11381543366,2042.93243144266,17255.4075073589,0,762.864028700613,20584.051474495,1544.25418467966
"2865",2019-04-30,9,2865,4810.90346818125,1850.05169775298,5548.29402232492,4771.33975471938,7149.41077915664,19237.6483015533,0,538.530892155992,14530.9612036971,1322.97179141994
"2866",2019-04-30,10,2866,7570.04547708362,3611.77432791627,10831.689697052,9314.87615010569,10064.4665451503,21869.5943728314,0,407.356488269852,10991.5353294327,1686.21279115952
"2867",2019-04-30,11,2867,9281.83483409827,5521.18963738502,16558.0148373323,14239.3164700186,10715.9146221717,22142.1908141964,0,405.956156581059,10953.7507459696,1859.22004344899
"2868",2019-04-30,12,2868,12530.6559587181,6226.42062378605,18672.998365068,16058.1286933538,11034.0886388461,29470.7030546416,0,338.663550688424,9138.0215839769,1580.15338150404
"2869",2019-04-30,13,2869,13418.4602994555,7292.25596299151,21869.4321990408,18806.9505409338,11002.9495893944,28944.5368638816,0,531.779292942169,14348.7855334283,1413.0973329662
"2870",2019-04-30,14,2870,16179.0934140695,7641.00939540883,22915.341665623,19706.3962800494,10940.8631154107,31476.1124057247,0,677.140390485008,18271.005223492,1136.66711827466
"2871",2019-04-30,15,2871,16070.5409182588,7261.74879736947,21777.9413910464,18728.271630332,10726.5881301991,35215.6887377493,0,448.122811029068,12091.5165246804,905.939588738154
"2872",2019-04-30,16,2872,13016.7564207275,7017.76933652186,21046.2484411494,18099.0411594802,10172.1405875313,35668.8645157241,0,408.016644637426,11009.3480616368,730.449468646927
"2873",2019-04-30,17,2873,7346.37962033083,6154.02255692701,18455.8769937735,15871.4118707975,8982.22648614527,38335.8571363139,0,616.249300883997,16628.0055859024,837.353565286514
"2874",2019-04-30,18,2874,2435.87029060901,4218.97437629242,12652.6790255408,10880.8635943503,7398.1207624388,36853.0794518414,0,386.424863645467,10426.7457699525,586.647908747203
"2875",2019-04-30,19,2875,982.638664000572,1656.41918251846,4967.59126244623,4271.95559217577,3245.5895899889,35483.1775428084,0,125.683103192231,3391.25632911241,205.617289190902
"2876",2019-04-30,20,2876,476.855606596939,164.433466974526,493.134988061691,424.078926515841,518.115457892213,36550.0960591982,0,157.363940589635,4246.08754831938,582.078920060464
"2877",2019-04-30,21,2877,-8.35019198543733,-15.1679322694562,-45.4885385332026,-39.1185599418912,-16.5563930623149,38452.8050818296,0,145.827874772437,3934.81455121813,1248.88250428399
"2878",2019-04-30,22,2878,-12.525287978156,-16.8497974492317,-50.5324421898617,-43.4561415370906,-17.3037302491556,37884.5432062713,0,457.651734758997,12348.6316188178,1746.71029682399
"2879",2019-04-30,23,2879,-12.227066835819,-17.5661474332101,-52.6807715251053,-45.3036299943052,-17.1312678214231,33864.932997559,0,732.986951883296,19777.8903973204,1357.56556290525
"2880",2019-04-30,24,2880,-12.227066835819,-17.2702637441755,-51.7934181040264,-44.5405369358905,-19.3541168899747,33576.0180066707,0,1042.2935489531,28123.7851779803,1215.45337697373
